時間,縣市,鄉鎮,天氣,氣溫(°C),濕度(%)
2025-08-05 06:38:01,臺南市,鹽水區,陰,29.7,83
2025-08-05 06:38:01,臺南市,學甲區,陰,29.4,83
2025-08-05 06:38:01,臺南市,後壁區,陰,30.7,72
2025-08-05 06:38:01,雲林縣,西螺鎮,陰,30.5,74
2025-08-05 06:38:01,雲林縣,土庫鎮,陰,30.1,73
2025-08-05 06:38:01,嘉義縣,大林鎮,陰,30.6,71
2025-08-05 06:38:01,嘉義縣,東石鄉,陰,29.1,84
2025-08-05 06:38:01,嘉義縣,水上鄉,陰,30.5,72
2025-08-05 06:38:01,嘉義市,東區,陰有雨,31.8,73
2025-08-05 06:38:01,臺南市,白河區,陰,27.8,90
2025-08-05 06:38:01,臺南市,新化區,陰,30.1,80
2025-08-05 06:38:01,臺南市,歸仁區,陰,30.3,85
2025-08-05 06:38:01,臺南市,龍崎區,陰,30.6,76
2025-08-05 06:38:01,臺南市,新市區,陰,30.3,79
2025-08-05 06:38:01,臺南市,南化區,陰,30.8,74
2025-08-05 06:38:01,臺南市,善化區,陰,31.3,92
2025-08-05 06:38:01,高雄市,桃源區,多雲,30.4,72
2025-08-05 06:38:01,臺南市,六甲區,陰,29.1,80
2025-08-05 06:38:01,臺南市,大內區,陰,29.7,81
2025-08-05 06:38:01,高雄市,阿蓮區,陰,30.1,78
2025-08-05 06:38:01,臺南市,北區,陰,30.6,82
2025-08-05 06:38:01,臺南市,南區,陰,29.9,88
2025-08-05 06:38:01,臺南市,安平區,陰,29.1,90
2025-08-05 06:38:01,臺南市,麻豆區,陰,30.8,81
2025-08-05 06:38:01,臺南市,安定區,陰,30.5,81
2025-08-05 06:38:01,臺南市,山上區,陰,30.0,78
2025-08-05 06:38:01,臺南市,關廟區,陰,31.2,75
2025-08-05 06:38:01,臺南市,官田區,陰,30.9,88
2025-08-05 06:38:01,臺南市,西港區,陰,29.5,84
2025-08-05 06:38:01,臺南市,仁德區,陰,-99,-99
2025-08-05 06:38:01,臺南市,左鎮區,陰,30.0,79
2025-08-05 06:38:01,嘉義縣,大埔鄉,陰,26.8,95
2025-08-05 06:38:01,屏東縣,泰武鄉,陰,25.0,90
2025-08-05 06:38:01,高雄市,茂林區,陰,29.9,79
2025-08-05 06:38:01,高雄市,六龜區,陰,32.0,72
2025-08-05 06:38:01,屏東縣,里港鄉,陰,30.6,73
2025-08-05 06:38:01,高雄市,左營區,陰,29.6,80
2025-08-05 06:38:01,屏東縣,東港鎮,陰,30.3,84
2025-08-05 06:38:01,屏東縣,竹田鄉,陰,31.1,74
2025-08-05 06:38:01,屏東縣,萬丹鄉,陰,31.4,62
2025-08-05 06:38:01,屏東縣,霧臺鄉,陰,23.0,96
2025-08-05 06:38:01,屏東縣,瑪家鄉,陰,26.7,99
2025-08-05 06:38:01,高雄市,大樹區,陰,32.0,-99
2025-08-05 06:38:01,屏東縣,三地門鄉,陰,-99,-99
2025-08-05 06:38:01,高雄市,燕巢區,陰,30.6,75
2025-08-05 06:38:01,高雄市,內門區,陰,-99,-99
2025-08-05 06:38:01,屏東縣,春日鄉,陰,-99,-99
2025-08-05 06:38:01,屏東縣,萬巒鄉,陰,-99,-99
2025-08-05 06:38:01,高雄市,田寮區,陰,-99,-99
2025-08-05 06:38:01,屏東縣,琉球鄉,陰,30.0,86
2025-08-05 06:38:01,高雄市,鳳山區,陰,30.1,73
2025-08-05 06:38:01,屏東縣,鹽埔鄉,陰,-99,-99
2025-08-05 06:38:01,高雄市,小港區,陰,31.2,73
2025-08-05 06:38:01,屏東縣,萬巒鄉,陰,31.9,75
2025-08-05 06:38:01,屏東縣,內埔鄉,陰,32.6,69
2025-08-05 06:38:01,屏東縣,潮州鎮,陰,31.3,74
2025-08-05 06:38:01,高雄市,新興區,陰,31.0,76
2025-08-05 06:38:01,高雄市,湖內區,陰,29.2,83
2025-08-05 06:38:01,高雄市,永安區,陰,29.5,84
2025-08-05 06:38:01,高雄市,大社區,陰,31.7,71
2025-08-05 06:38:01,高雄市,梓官區,陰,29.6,82
2025-08-05 06:38:01,高雄市,路竹區,陰,30.1,77
2025-08-05 06:38:01,高雄市,茄萣區,陰,29.8,86
2025-08-05 06:38:01,高雄市,岡山區,陰,30.9,77
2025-08-05 06:38:01,高雄市,彌陀區,陰,29.1,78
2025-08-05 06:38:01,高雄市,橋頭區,陰,31.5,70
2025-08-05 06:38:01,高雄市,仁武區,陰,30.1,75
2025-08-05 06:38:01,高雄市,三民區,陰,30.0,77
2025-08-05 06:38:01,高雄市,鼓山區,陰,29.5,84
2025-08-05 06:38:01,高雄市,苓雅區,陰,31.0,78
2025-08-05 06:38:01,高雄市,旗山區,陰,32.9,68
2025-08-05 06:38:01,屏東縣,長治鄉,陰,32.9,56
2025-08-05 06:38:01,屏東縣,麟洛鄉,陰,32.7,74
2025-08-05 06:38:01,屏東縣,新埤鄉,陰,30.0,74
2025-08-05 06:38:01,屏東縣,南州鄉,陰,29.9,79
2025-08-05 06:38:01,屏東縣,佳冬鄉,陰,30.6,79
2025-08-05 06:38:01,屏東縣,高樹鄉,陰,32.5,-99
2025-08-05 06:38:01,屏東縣,九如鄉,陰,31.8,71
2025-08-05 06:38:01,高雄市,大寮區,陰,-99,-99
2025-08-05 06:38:01,屏東縣,新園鄉,陰,31.1,66
2025-08-05 06:38:01,屏東縣,崁頂鄉,陰,30.2,78
2025-08-05 06:38:01,高雄市,林園區,陰,31.5,-99
2025-08-05 06:38:01,彰化縣,溪州鄉,陰,31.0,68
2025-08-05 06:38:01,雲林縣,斗南鎮,陰,30.4,75
2025-08-05 06:38:01,雲林縣,斗六市,陰,30.9,71
2025-08-05 06:38:01,嘉義縣,朴子市,陰,28.8,85
2025-08-05 06:38:01,雲林縣,北港鎮,陰,29.5,81
2025-08-05 06:38:01,嘉義縣,太保市,陰,29.9,76
2025-08-05 06:38:01,雲林縣,林內鄉,陰,30.6,76
2025-08-05 06:38:01,彰化縣,大城鄉,陰,29.4,84
2025-08-05 06:38:01,嘉義縣,民雄鄉,陰,31.2,73
2025-08-05 06:38:01,雲林縣,大埤鄉,陰,30.1,73
2025-08-05 06:38:01,雲林縣,莿桐鄉,陰,30.9,72
2025-08-05 06:38:01,雲林縣,臺西鄉,陰,28.7,85
2025-08-05 06:38:01,雲林縣,水林鄉,陰,29.7,83
2025-08-05 06:38:01,雲林縣,元長鄉,陰,30.3,79
2025-08-05 06:38:01,嘉義縣,布袋鎮,陰,29.3,81
2025-08-05 06:38:01,嘉義縣,鹿草鄉,陰,30.0,76
2025-08-05 06:38:01,嘉義縣,六腳鄉,陰,29.7,81
2025-08-05 06:38:01,嘉義縣,新港鄉,陰,30.0,78
2025-08-05 06:38:01,嘉義縣,梅山鄉,陰,30.2,74
2025-08-05 06:38:01,嘉義縣,阿里山鄉,多雲,23.3,87
2025-08-05 06:38:01,嘉義縣,阿里山鄉,多雲,26.9,73
2025-08-05 06:38:01,臺南市,白河區,陰,31.0,73
2025-08-05 06:38:01,嘉義縣,阿里山鄉,陰,29.0,76
2025-08-05 06:38:01,雲林縣,古坑鄉,陰,31.8,73
2025-08-05 06:38:01,雲林縣,水林鄉,陰,29.6,84
2025-08-05 06:38:01,臺南市,北門區,陰,29.0,98
